image_name| comment_number| comment
2195316844.jpg| 1| A man in a white and gray striped t-shirt leans over a bike in order to view a street merchant 's wares .
2195316844.jpg| 2| A man on a bike is looking at what a man is selling on the street .
2195316844.jpg| 3| Man in gray stripe shirt , leaning on bike .
2195316844.jpg| 4| A man examines a bike during a yard sale .
2195419145.jpg| 0| A businessman and a security guard are smiling and talking outside a glass building .
2195419145.jpg| 1| A man and a police officer are smiling at the photographer .
2195419145.jpg| 2| A man in a suit and an officer smile for the camera .
2195419145.jpg| 3| a man and a police officer talk to each other .
2195419145.jpg| 4| A man and a guard laugh together .
21954377.jpg| 0| A man in a green shirt playing a guitar is singing through a microphone .
21954377.jpg| 1| A man wearing a green shirt is playing his blue guitar and singing .
21954377.jpg| 2| A white male in a green shirt playing a guitar and singing a song .
21954377.jpg| 3| A young man with a green shirt plays a blue guitar .
21954377.jpg| 4| Man stings while playing a guitar .
2195620255.jpg| 0| Two brown dogs trot along frozen ground in a rural setting .
2195620255.jpg| 1| Two golden retrievers running in a slightly snowy desert .
2195620255.jpg| 2| Two golden retrievers running in a snow dusted field .
2195620255.jpg| 3| Two dogs play out in the snow covered grass .
2195620255.jpg| 4| Two dogs run through a snow-patched desert .
2195887578.jpg| 0| Two men in suits , one wearing a silver medal , stand in front of a blue bus .
2195887578.jpg| 1|" The two men wearing ties stand in front of the "" Sound of Kildare "" bus ."
2195887578.jpg| 2| Two men in suits standing in front of a bus , one is wearing a medal .
2195887578.jpg| 3| Two men step off the bus together .
2195887578.jpg| 4| Two older men in front of a bus .
2196023570.jpg| 0| A man with a goatee , sunglasses , and a beret stands at a city corner with newspaper dispensers .
2196023570.jpg| 1| A man in red shirt wearing sunglasses is leaning on the wall
2196023570.jpg| 2| A man standing against a building as traffic passes by .
2196023570.jpg| 3| A man in a red jacket is leaning against a building .
2196023570.jpg| 4| A man stands behind a wall on a busy city street .
2196050115.jpg| 0| A boy taking aim at a target on a bale of hay with his bow and arrow .
2196050115.jpg| 1| Boy wearing jeans aiming bow and arrow toward target on a hay bale .
2196050115.jpg| 2| A boy is firing a gun at a bullseye attached to a hay barrel .
2196050115.jpg| 3| A young archer aims his bow at a haystack target .
2196050115.jpg| 4| a boy is aiming a bow and arrow at a target .
2196107384.jpg| 0| An older man in a long-sleeved black shirt is walking down a cobblestone street alone .
2196107384.jpg| 1| A man wearing a black hat walks along a road next to a building .
2196107384.jpg| 2| The man is walking near a brown building .
2196107384.jpg| 3| a old man walks down the uncrowded road .
2196107384.jpg| 4| A person walking in front of a building .
2196284168.jpg| 0| A baby boy sucks on the sweater arm of the woman holding him .
2196284168.jpg| 1| A baby is sitting in his highchair between a person 's arms .
2196284168.jpg| 2| A baby in a green bib with arms around him .
2196284168.jpg| 3| The baby is holding someone 's arm .
2196284168.jpg| 4| A baby in a highchair .
219630410.jpg| 0| A man and a woman are sitting at a table with jars of beer and cigarettes .
219630410.jpg| 1| A man and a woman at a table with playing cards and beer in mason jars .
219630410.jpg| 2| A man and a woman are sitting at a table smiling at the camera .
219630410.jpg| 3| The man and woman are drinking out of canning jars .
219630410.jpg| 4| A man and a woman playing cards .
2196316998.jpg| 0| A man is playing blowing into bagpipes whilst another man tests the tone with an electronic tuner .
2196316998.jpg| 1| A man grabs the end of a set of bagpipes while another man plays .
2196316998.jpg| 2| Two men , one playing a bagpipe and one adjusting the bagpipe .
2196316998.jpg| 3| A man plays a bagpipe while another checks on the instrument .
2196316998.jpg| 4| Two men are wearing black hats and carrying bagpipes .
2196846255.jpg| 0| A dog standing in the shallow part of the ocean while the waves splash around .
2196846255.jpg| 1| The large brown dog is walking through water in the ocean .
2196846255.jpg| 2| The large brown dog stands in the choppy water .
2196846255.jpg| 3| A wrinkled dog wading in shallow water .
2196846255.jpg| 4| A dog standing in the water .
2196862437.jpg| 0| A lady wearing a white jacket is standing next to and looking inside of a car .
2196862437.jpg| 1| Woman in a blue raincoat walking in front of a cement wall .
2196862437.jpg| 2| Woman in white smock standing in a large garage by a car .
2196862437.jpg| 3| A woman in a white coat is standing next to a car .
2196862437.jpg| 4| A woman in a white lab coat .
2197275664.jpg| 0| Little girl playing on a scooter in her house .
2197275664.jpg| 1| The little girl is riding her red scooter .
2197275664.jpg| 2| A child riding a scooter indoors .
2197275664.jpg| 3| A girl plays on a red scooter .
2197275664.jpg| 4| The girl is on a red scooter
219730733.jpg| 0| The man in shorts holds the girl 's hand as he leads her along the fence .
219730733.jpg| 1| A man is helping a young girl off a ride at an amusement park .
219730733.jpg| 2| A man is holding a young child 's hand at a fair .
219730733.jpg| 3| A man taking a child on a ride at a fair .
219730733.jpg| 4| An amusement park .
2197552440.jpg| 0| A person wearing a white shirt and red shorts is playing a tennis match .
2197552440.jpg| 1| A tennis player in red shorts is hitting the tennis ball .
2197552440.jpg| 2| A tennis player getting ready to serve the ball .
2197552440.jpg| 3| Two spectators are watching a tennis match .
2197552440.jpg| 4| Tennis player trying to reach the ball .
2197587684.jpg| 0| A woman in blue shorts and white shirt holds a tennis racket on a blue tennis court .
2197587684.jpg| 1| A female tennis player is standing with her feet apart on a court .
2197587684.jpg| 2| A woman in a white top and blue shorts is playing tennis .
2197587684.jpg| 3| Woman in a white shirt and blue shorts playing tennis .
2197587684.jpg| 4| A blond woman wearing glasses is playing tennis .
219810920.jpg| 0| A woman is holding a toddler in a red shirt , who is looking back at her .
219810920.jpg| 1| A mother is going to kiss a cross invited by her baby .
219810920.jpg| 2| There is a lady and a baby spending some fun time .
219810920.jpg| 3| A baby looking at the woman holding it .
219810920.jpg| 4| A woman is holding a baby by a window .
219843859.jpg| 0| A man climbs a steep rock wall using safety ropes .
219843859.jpg| 1| A man is rock climbing with no noticable harness .
219843859.jpg| 2| A man clings to the side of a rock face .
219843859.jpg| 3| A man climbs a sheer cliff face .
219843859.jpg| 4| A man climbing a cliff face .
219843860.jpg| 0| A man in a white t-shirt and blue shorts is rock climbing up a sheer face
219843860.jpg| 1| a climber is reaching for a large crack in the rock face .
219843860.jpg| 2| A man with a white shirt climbing the side of a cliff .
219843860.jpg| 3| A man reaches high to help him during his rock climb .
219843860.jpg| 4| A man rock climbing
2198484810.jpg| 0| The brown dog is jumping over a low rail in a grassy yard .
2198484810.jpg| 1| A brown dog is running through an obstacle course .
2198484810.jpg| 2| A dog runs through an obstacle course .
2198484810.jpg| 3| A brown dog jumps over an obstacle .
2198484810.jpg| 4| A small dog jumping over hurdles .
2198494923.jpg| 0| A girl in a purple shirt , covered in snow , sliding down a snowy hill .
2198494923.jpg| 1| A young girl plays in the snow wearing gloves and no coat .
2198494923.jpg| 2| A girl falling down in the snow as another looks on .
2198494923.jpg| 3| A girl in motion on snow-covered ground .
2198494923.jpg| 4| A young girl is sliding down a snowbank .
2198511848.jpg| 0| Snowboarder flies off of snowy jump , mountains in background .
2198511848.jpg| 1| A snowboarder jumps through the air on their snowboard .
2198511848.jpg| 2| The snowboarder is in the middle of a very tall jump
2198511848.jpg| 3| A man jumps off a ramp on a snowboard .
2198511848.jpg| 4| A snowboarder high in the air .
2198918037.jpg| 0| A shirtless brown-skinned man wearing sunglasses and blue jean shorts is standing in front of a group of people .
2198918037.jpg| 1| a man in shorts with no shirt is standing in front of a group of people on the beach .
2198918037.jpg| 2| A man , in cutoff jeans and no shirt , is standing in a crowd on the beach .
2198918037.jpg| 3| A shirtless man with sunglasses looks at the camera during a beach party .
2198918037.jpg| 4| Man wearing shorts stands in front of others .
2198941911.jpg| 0| A group of eastern women and children standing under a blue sky near a pool of water and forest .
2198941911.jpg| 1| A group of women and children stand together beside a vehicle and a river .
2198941911.jpg| 2| A group of women and young children on the banks of a waterway .
2198941911.jpg| 3| A group of Indian people are next to a vehicle and some water .
2198941911.jpg| 4| Two young boys amidst a crowd in India .
2198964806.jpg| 0| A brown and white dog is jumping up , with a stick in its mouth .
2198964806.jpg| 1| The brown and white dog with a green collar is biting a stick .
2198964806.jpg| 2| A dog in a green collar fetches a stick from the dead leaves .
2198964806.jpg| 3| A brown dog with green collar holding a stick in its mouth .
2198964806.jpg| 4| A brown dog , holding a stick .
2199083344.jpg| 0| A girl in a blue jacket holding a pink bottle in the front of a crowd of other kids .
2199083344.jpg| 1| A girl in a blue jacket stands in front of a drab crowd while they watch something .
2199083344.jpg| 2| The girl in the blue coat is holding a purple capped water bottle .
2199083344.jpg| 3| Teen girl in foreround with crowd faded out in background
2199083344.jpg| 4| Girl with blue jacket holding purple jug in crowd
2199200615.jpg| 0| A dog running on green grass with its mouth open and tongue hanging out .
2199200615.jpg| 1| a white dog is running with its mouth open across the grass .
2199200615.jpg| 2| A white , black , and brown dog runs in a field .
2199200615.jpg| 3| A dog runs across the grassy field .
2199200615.jpg| 4| A dog runs across the grass .
